year,annotation,diesel generation efficiency
2002,,14.25
2003,,14.71
2004,,14.7
2005,,14.6
2006,,14.58
2007,,14.62
2008,,14.53
2009,,14.68
2010,,14.31
2011,,14.08
2012,,13.62
2013,,13.57
2014,start of forecast,13.76
2015,,13.76
2016,,13.76
2017,,13.76
2018,,13.76
2019,,13.76
2020,,13.76
2021,,13.76
2022,,13.76
2023,,13.76
2024,,13.76
2025,,13.76
2026,,13.76
2027,,13.76
2028,,13.76
2029,,13.76
2030,,13.76
2031,,13.76
2032,,13.76
2033,,13.76
2034,,13.76
2035,,13.76
2036,,13.76
2037,,13.76
2038,,13.76
2039,,13.76
2040,,13.76
