year,Base case cost,Modeled diesel efficiency
2019,402736.562794,610032.32836
2020,431023.095416,630030.760032
2021,452303.356324,643793.836558
2022,469277.562823,653773.160716
2023,482772.689768,660717.461193
2024,494633.97448,666301.231697
2025,508059.088613,673428.521959
2026,524029.568184,682988.781412
2027,538205.103376,691033.484734
2028,550670.630148,697637.122799
2029,566727.014712,707616.00495
2030,578598.5712,713898.728394
2031,595895.07889,725218.919399
2032,612667.726011,736166.090086
2033,629629.819566,747386.282249
2034,647125.36714,759189.867608
2035,660391.220296,767244.404121
2036,678754.103055,780026.478829
2037,692075.045877,788316.646521
2038,711340.536714,802100.474858
