year,Base case diesel consumed,Modeled residential energy efficiency
2017,63172.7555949,44898.5353428
2018,64694.1030897,46419.8828376
2019,66215.4505845,47941.2303324
2020,67736.7980793,49462.5778272
2021,69258.1455741,50983.925322
2022,70779.4930689,52505.2728168
2023,72300.8405636,54026.6203116
2024,74582.8618058,56308.6415538
2025,76104.2093006,57829.9890486
2026,77625.5567954,59351.3365433
2027,79146.9042902,60872.6840381
2028,80668.251785,62394.0315329
2029,82950.2730272,64676.0527751
2030,84471.620522,66197.4002699
2031,85992.9680168,67718.7477647
2032,87514.3155116,69240.0952595
2033,89035.6630064,70761.4427543
2034,90557.0105012,72282.7902491
2035,92078.3579959,73804.1377439
2036,93599.7054907,75325.4852387
