year,Base case diesel consumed,Modeled diesel efficiency
2019,139323.072922,126657.33902
2020,140703.948449,127912.680408
2021,142084.823976,129168.021797
2022,143393.021844,130357.292586
2023,144773.897371,131612.633974
2024,146082.095239,132801.904763
2025,147462.970766,134057.246151
2026,148843.846293,135312.587539
2027,150224.721821,136567.928928
2028,151532.919688,137757.199717
2029,153059.150534,139144.682304
2030,154512.703721,140466.094291
2031,155966.256907,141787.506279
2032,157201.777116,142910.706469
2033,158437.297324,144033.906658
2034,159600.139873,145091.036248
2035,160835.660082,146214.236438
2036,162071.18029,147337.436627
2037,163379.378158,148526.707416
2038,164687.576026,149715.978205
