year,Base case cost,Modeled water and wastewater efficiency
2017,138887.873983,124156.596216
2018,148246.0741,130224.838292
2019,160371.644282,138268.217141
2020,167835.146206,143021.145586
2021,174028.275442,146886.585983
2022,179512.171943,150262.140539
2023,184317.109718,153168.86162
2024,188924.979481,155948.266448
2025,193819.326315,158942.559051
2026,199243.972494,162324.255967
2027,204310.582433,165463.28241
2028,209079.953109,168402.465003
2029,214811.202586,172036.130553
2030,219695.393172,175079.499282
2031,225547.193397,178818.0756
