year,annotation,Diesel Price ($/gal),Heating Fuel ($/gal)
2000,,,2.61
2001,,,2.52
2004,,1.7,3.28
2005,,1.88,3.48
2008,,3.14,5.85
2009,,4.01,8.06
2010,,2.96,8.13
2011,,3.06,7.42
2012,,3.67,6.89
2013,,3.85,6.76
2014,,,6.76
2016,,1.89,4.35
2017,,2.26,4.72
2018,,2.53,4.98
2019,,2.89,5.35
2020,,3.06,5.52
2021,,3.18,5.64
2022,,3.27,5.73
2023,,3.33,5.79
2024,,3.39,5.85
2025,,3.45,5.9
2026,,3.52,5.98
2027,,3.58,6.04
2028,,3.63,6.09
2029,,3.7,6.16
2030,,3.74,6.2
2031,,3.82,6.28
2032,,3.9,6.36
2033,,3.97,6.43
2034,,4.05,6.51
2035,,4.11,6.57
2036,,4.19,6.65
2037,,4.24,6.7
2038,,4.32,6.78
2039,,4.38,6.84
2040,,4.47,6.93
