year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,106385.77,2826884.37,1605838.21,92202.03,597032.92,405020.12
2018,116649.55,2994302.24,1726067.4,105173.08,661327.13,458508.76
2019,130040.17,3226111.61,1885897.71,122854.69,750349.88,532675.35
2020,139034.64,3335577.14,1987381.39,133520.3,792388.4,574347.27
2021,146745.34,3406407.78,2078132.58,142082.34,819589.8,607657.8
2022,154183.59,3464360.12,2169996.42,150113.6,841845.48,639518.15
2023,161023.69,3502995.02,2247654.43,157111.11,856682.61,664998.73
2024,167778.19,3535190.76,2328741.46,163884.56,869046.88,690452.38
2025,175026.37,3573825.65,2408449.26,171336.21,883884.0,716900.94
2026,182773.16,3618899.7,2498789.78,179485.29,901193.98,747383.15
2027,190384.23,3657534.59,2586727.06,187366.27,916031.11,776401.09
2028,197852.9,3689730.34,2678023.87,194960.45,928395.38,805359.29
2029,206299.42,3734804.38,2772151.29,203901.16,945705.36,837629.8
2030,213895.22,3760560.98,2861652.87,211485.02,955596.78,865410.84
2031,222797.19,3805635.02,2964435.36,220946.85,972906.75,900451.72
2032,,,3072930.28,,,938519.58
2033,,,3178735.35,,,974987.81
2034,,,3290461.31,,,1014581.47
2035,,,3396606.01,,,1049234.47
2036,,,3517942.45,,,1092049.67
