year,annotation,diesel generation efficiency
2002,,13.58
2003,,13.76
2004,,13.79
2005,,14.09
2006,,13.93
2007,,13.88
2008,,13.18
2009,,13.53
2010,,13.62
2011,,13.46
2012,,13.38
2013,,13.32
2016,start of forecast,13.39
2017,,13.39
2018,,13.39
2019,,13.39
2020,,13.39
2021,,13.39
2022,,13.39
2023,,13.39
2024,,13.39
2025,,13.39
2026,,13.39
2027,,13.39
2028,,13.39
2029,,13.39
2030,,13.39
2031,,13.39
2032,,13.39
2033,,13.39
2034,,13.39
2035,,13.39
2036,,13.39
2037,,13.39
2038,,13.39
2039,,13.39
2040,,13.39
