year,Base case diesel consumed,Modeled diesel efficiency
2019,410012.644126,372738.767388
2020,413883.732464,376257.938604
2021,417337.736319,379397.942108
2022,421263.553354,382966.866686
2023,425163.237537,386512.034125
2024,429072.453669,390065.866972
2025,433133.407226,393757.642932
2026,437239.40629,397490.369354
2027,441339.486427,401217.714934
2028,445602.775305,405093.432096
2029,449858.818736,408962.562487
2030,454264.464361,412967.694874
2031,458672.377743,416974.888858
2032,463228.086699,421116.442453
2033,467784.096758,425258.26978
2034,472415.125146,429468.295587
2035,477195.215756,433813.832505
2036,482050.100251,438227.363864
2037,487054.40326,442776.730237
2038,492208.027994,447461.843631
