year,Base case diesel consumed,Modeled non-residential ashp
2017,2163.59245299,-2539.86940134
2018,2163.59245299,-2539.86940134
2019,2163.59245299,-2539.86940134
2020,2163.59245299,-2539.86940134
2021,2163.59245299,-2539.86940134
2022,2163.59245299,-2539.86940134
2023,2163.59245299,-2539.86940134
2024,2163.59245299,-2539.86940134
2025,2163.59245299,-2539.86940134
2026,2163.59245299,-2539.86940134
2027,2163.59245299,-2539.86940134
2028,2163.59245299,-2539.86940134
2029,2163.59245299,-2539.86940134
2030,2163.59245299,-2539.86940134
2031,2163.59245299,-2539.86940134
