year,Base case diesel consumed,Modeled non-residential ashp
2017,169179.796427,118425.857398
2018,169179.796427,118425.857398
2019,169179.796427,118425.857398
2020,169179.796427,118425.857398
2021,169179.796427,118425.857398
2022,169179.796427,118425.857398
2023,169179.796427,118425.857398
2024,169179.796427,118425.857398
2025,169179.796427,118425.857398
2026,169179.796427,118425.857398
2027,169179.796427,118425.857398
2028,169179.796427,118425.857398
2029,169179.796427,118425.857398
2030,169179.796427,118425.857398
2031,169179.796427,118425.857398
