year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,169180.0,125094.230947
2018,169180.0,125094.230947
2019,169180.0,125094.230947
2020,169180.0,125094.230947
2021,169180.0,125094.230947
2022,169180.0,125094.230947
2023,169180.0,125094.230947
2024,169180.0,125094.230947
2025,169180.0,125094.230947
2026,169180.0,125094.230947
2027,169180.0,125094.230947
2028,169180.0,125094.230947
2029,169180.0,125094.230947
2030,169180.0,125094.230947
2031,169180.0,125094.230947
2032,,
2033,,
2034,,
2035,,
2036,,
