year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,7747.0707009,5035.59595558
2018,7748.40314124,5036.46204181
2019,7749.84567306,5037.39968749
2020,7750.97781366,5038.13557888
2021,7751.13714604,5038.23914492
2022,7752.18468301,5038.92004396
2023,7753.49563885,5039.77216525
2024,7754.0247451,5040.11608432
2025,7754.91468448,5040.69454491
2026,7755.45820271,5041.04783176
2027,7755.45927026,5041.04852567
2028,7755.51571716,5041.08521615
2029,7756.85909993,5041.95841496
2030,7757.93132409,5042.65536066
2031,7758.78576731,5043.21074875
