year,Base case diesel consumed,Modeled residential ashp
2017,88698.7923818,11375.1121469
2018,88698.7923818,11375.1121469
2019,88698.7923818,11375.1121469
2020,88698.7923818,11375.1121469
2021,88698.7923818,11375.1121469
2022,88698.7923818,11375.1121469
2023,89498.7082126,12175.0279777
2024,89498.7082126,12175.0279777
2025,89498.7082126,12175.0279777
2026,89498.7082126,12175.0279777
2027,89498.7082126,12175.0279777
2028,89498.7082126,12175.0279777
2029,89498.7082126,12175.0279777
2030,89498.7082126,12175.0279777
2031,90298.6240435,12974.9438086
