year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,19209.59,1214139.0,1214139.0
2004,,19209.59,1190507.0,1190507.0
2005,,19209.59,1198136.0,1198136.0
2006,,19209.59,1215626.0,1215626.0
2007,,19209.59,1250679.0,1250679.0
2008,,19209.59,1611503.0,1611503.0
2009,,19209.59,1615013.0,1615013.0
2010,,19209.59,1516037.0,1516037.0
2011,,19209.59,1502158.0,1502158.0
2012,,19209.59,1481227.0,1481227.0
2013,,19209.59,1418622.0,1418622.0
2014,start of forecast,19209.59,1478000.0,1478000.0
2015,,19209.59,1479000.0,1479000.0
2016,,19209.59,1480000.0,1480000.0
2017,,19209.59,1479000.0,1479000.0
2018,,19209.59,1480000.0,1480000.0
2019,,19209.59,1480000.0,1480000.0
2020,,19209.59,1480000.0,1480000.0
2021,,19209.59,1480000.0,1480000.0
2022,,19209.59,1481000.0,1481000.0
2023,,19209.59,1481000.0,1481000.0
2024,,19209.59,1482000.0,1482000.0
2025,,19209.59,1482000.0,1482000.0
2026,,19209.59,1482000.0,1482000.0
2027,,19209.59,1482000.0,1482000.0
2028,,19209.59,1482000.0,1482000.0
2029,,19209.59,1483000.0,1483000.0
2030,,19209.59,1483000.0,1483000.0
2031,,19209.59,1483000.0,1483000.0
2032,,19209.59,1483000.0,1483000.0
2033,,19209.59,1483000.0,1483000.0
2034,,19209.59,1484000.0,1484000.0
2035,,19209.59,1486000.0,1486000.0
2036,,19209.59,1485000.0,1485000.0
2037,,19209.59,1486000.0,1486000.0
2038,,19209.59,1487000.0,1487000.0
2039,,19209.59,1488000.0,1488000.0
2040,,19209.59,1487000.0,1487000.0
