year,Base case diesel consumed,Modeled non-residential ashp
2017,10831.1525133,-12714.8311877
2018,10831.1525133,-12714.8311877
2019,10831.1525133,-12714.8311877
2020,10831.1525133,-12714.8311877
2021,10831.1525133,-12714.8311877
2022,10831.1525133,-12714.8311877
2023,10831.1525133,-12714.8311877
2024,10831.1525133,-12714.8311877
2025,10831.1525133,-12714.8311877
2026,10831.1525133,-12714.8311877
2027,10831.1525133,-12714.8311877
2028,10831.1525133,-12714.8311877
2029,10831.1525133,-12714.8311877
2030,10831.1525133,-12714.8311877
2031,10831.1525133,-12714.8311877
