year,Base case diesel consumed,Modeled residential ashp
2017,15553.2756689,-81759.0535508
2018,15726.0522561,-81586.2769636
2019,16071.6054305,-81240.7237891
2020,16417.158605,-80895.1706147
2021,16589.9351922,-80722.3940274
2022,16762.7117794,-80549.6174402
2023,17108.2649539,-80204.0642658
2024,17281.0415411,-80031.2876786
2025,17453.8181283,-79858.5110913
2026,17626.5947155,-79685.7345041
2027,17972.14789,-79340.1813297
2028,18317.7010644,-78994.6281552
2029,18490.4776516,-78821.851568
2030,18663.2542389,-78649.0749808
2031,19008.8074133,-78303.5218063
