year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,8196.37,365759.55,518050.98,12278.1,201842.59,155370.34
2018,8491.14,388520.67,552339.92,13408.07,218888.45,170143.44
2019,8910.67,419915.31,604698.8,14966.37,242399.97,192077.73
2020,8954.18,434042.9,636189.47,15734.23,252980.16,204279.78
2021,8926.97,444246.16,656378.61,16316.49,260621.41,212416.86
2022,8857.64,452094.82,673702.44,16787.18,266499.29,219218.75
2023,8741.09,457588.89,695083.31,17148.1,270613.81,226687.76
2024,8591.33,461513.22,707509.09,17436.55,273552.75,231214.07
2025,8463.15,467007.28,722227.03,17803.96,277667.26,236787.23
2026,8331.62,473286.21,738199.17,18217.78,282369.57,242928.18
2027,8146.27,478780.27,760542.14,18612.75,286484.09,250791.98
2028,7903.34,482704.6,780895.63,18946.18,289423.03,257733.12
2029,7748.76,488983.53,797516.37,19372.8,294125.33,264140.22
2030,7550.7,492907.86,810806.96,19686.73,297064.27,269021.4
2031,7384.2,499186.79,835333.79,20120.21,301766.58,277834.47
