year,Base case cost,Modeled residential energy efficiency
2017,673421.32865,665490.062816
2018,722483.36472,701269.124509
2019,796776.529382,758797.894001
2020,840469.252186,792958.754557
2021,868795.474527,813463.170345
2022,892921.189395,830825.650027
2023,921771.070391,853968.889648
2024,938723.151803,865944.262173
2025,959014.262494,880687.792143
2026,981127.347531,897005.312449
2027,1011334.11992,921816.196418
2028,1038628.7502,944437.587521
2029,1061656.59348,961889.4778
2030,1079828.35254,975529.272126
2031,1113168.25275,1003431.18258
