year,Base case cost,Modeled non-residential energy efficiency
2017,567602.138472,572554.174544
2018,607409.113469,608993.494163
2019,662315.285878,659585.857204
2020,687023.063463,681929.508792
2021,704867.569496,697867.103276
2022,718594.112598,709967.985773
2023,728202.69277,718231.735569
2024,735065.964321,723942.829674
2025,744674.544493,732240.418773
2026,755655.778974,741839.223062
2027,765264.359146,750169.083887
2028,772127.630697,755944.73955
2029,783108.865179,765590.26506
2030,789972.13673,771395.976105
2031,800953.371212,781070.852558
