year,Base case cost,Modeled residential energy efficiency
2017,127322.787114,136330.619363
2018,144746.920993,151700.192781
2019,163802.482912,167930.734065
2020,173041.543236,175800.087415
2021,183382.428934,185284.906254
2022,188098.434239,189316.058072
2023,196370.742711,197074.726429
2024,198776.982935,199138.539909
2025,202386.34327,202234.260129
2026,210923.958385,210258.235128
2027,219606.286213,218426.92284
2028,222734.68042,221127.283618
2029,226488.753469,224367.716552
2030,234172.970863,231709.507202
2031,237999.400268,235022.296492
2032,242463.567908,238887.217331
2033,252350.425432,248174.828054
2034,256899.008822,252124.164642
2035,260147.996957,254945.119348
2036,264696.580346,258894.455936
