year,Base case cost,Modeled water and wastewater efficiency
2017,15566.904416,10944.6810305
2018,17018.7259462,11832.584893
2019,18995.9485909,13039.1300336
2020,20019.3090744,13666.350507
2021,20732.3338522,14106.4061878
2022,21366.3535572,14499.9357702
2023,21815.7308873,14777.6596227
2024,22130.5977622,14972.7332025
2025,22573.8322348,15246.1370806
2026,23065.1640579,15550.8522009
2027,23725.3108672,15965.6395725
2028,24134.629168,16219.0394029
2029,24647.6857578,16537.2011573
2030,24969.1714712,16735.7981184
2031,25424.7952366,17016.2406609
