year,Base case diesel consumed,Modeled non-residential ashp
2017,160166.154556,132293.41563
2018,162927.355471,135054.616546
2019,164307.955929,136435.217003
2020,167069.156844,139196.417918
2021,168449.757301,140577.018376
2022,171210.958216,143338.219291
2023,173972.159131,146099.420206
2024,175352.759589,147480.020663
2025,178113.960504,150241.221579
2026,180875.161419,153002.422494
2027,183636.362334,155763.623409
2028,186397.563249,158524.824324
2029,187778.163707,159905.424781
2030,190539.364622,162666.625696
2031,193300.565537,165427.826612
