year,Base case cost,Modeled non-residential energy efficiency
2017,499751.467608,590989.963192
2018,528438.112716,618257.500466
2019,568599.415868,656432.052649
2020,586958.868738,673883.276505
2021,599580.992585,685880.992905
2022,609908.184824,695697.306324
2023,615645.513846,701150.813779
2024,621382.842868,706604.321233
2025,628267.637694,713148.530179
2026,636299.898324,720783.440616
2027,643184.69315,727327.649561
2028,648922.022172,732781.157016
2029,655806.816998,739325.365962
2030,660396.680215,743688.171926
2031,668428.940846,751323.082362
