year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,299887.176889,221916.510898
2018,299887.176889,221916.510898
2019,299887.176889,221916.510898
2020,299887.176889,221916.510898
2021,299887.176889,221916.510898
2022,299887.176889,221916.510898
2023,299887.176889,221916.510898
2024,299887.176889,221916.510898
2025,299887.176889,221916.510898
2026,299887.176889,221916.510898
2027,299887.176889,221916.510898
2028,299887.176889,221916.510898
2029,299887.176889,221916.510898
2030,299887.176889,221916.510898
2031,299887.176889,221916.510898
