year,Base case diesel consumed,Modeled residential energy efficiency
2017,167005.53001,128961.430403
2018,167005.53001,128961.430403
2019,165333.554939,127289.455333
2020,165333.554939,127289.455333
2021,163661.579869,125617.480263
2022,161989.604799,123945.505192
2023,160317.629728,122273.530122
2024,158645.654658,120601.555052
2025,156973.679588,118929.579981
2026,153629.729447,115585.629841
2027,151957.754377,113913.65477
2028,150285.779306,112241.6797
2029,146941.829166,108897.729559
2030,143597.879025,105553.779419
2031,140253.928884,102209.829278
2032,138581.953814,100537.854208
2033,136909.978744,98865.8791373
2034,135238.003673,97193.904067
2035,133566.028603,95521.9289966
2036,130222.078462,92177.978856
