year,Base case cost,Modeled residential energy efficiency
2017,2317280.71292,2271015.4974
2018,2378542.93477,2319575.17769
2019,2446431.47002,2371013.72942
2020,2489167.9135,2404203.76012
2021,2499485.72799,2407692.57772
2022,2504911.27585,2407103.06628
2023,2501182.20028,2398932.50747
2024,2497216.90854,2390576.33023
2025,2493015.40062,2382033.3487
2026,2475457.76136,2359421.6076
2027,2472718.15271,2352055.46093
2028,2467630.83416,2342768.06375
2029,2446583.7735,2317185.42327
2030,2420998.77049,2287869.609
2031,2400882.12272,2262923.68493
2032,2398324.90909,2255579.04848
2033,2397367.38749,2249494.53561
2034,2396055.54163,2243095.61307
2035,2388763.53884,2231896.83565
2036,2367963.16012,2206086.42485
