year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,466893.0,388746.808271
2018,466893.0,388746.808271
2019,465221.0,387074.808271
2020,465221.0,387074.808271
2021,463549.0,385402.808271
2022,461877.0,383730.808271
2023,460205.0,382058.808271
2024,458533.0,380386.808271
2025,456861.0,378714.808271
2026,453517.0,375370.808271
2027,451845.0,373698.808271
2028,450173.0,372026.808271
2029,446829.0,368682.808271
2030,443485.0,365338.808271
2031,440141.0,361994.808271
2032,438469.0,360322.808271
2033,436797.0,358650.808271
2034,435125.0,356978.808271
2035,433453.0,355306.808271
2036,430109.0,351962.808271
