year,Base case cost,Modeled non-residential energy efficiency
2017,1205220.51836,1304603.0388
2018,1274421.24011,1370211.6147
2019,1366688.86911,1457689.7159
2020,1412822.68361,1501428.7665
2021,1443578.55994,1530588.13357
2022,1469208.45688,1554887.60612
2023,1484586.39505,1569467.28965
2024,1497401.34352,1581617.02593
2025,1515342.27138,1598626.65672
2026,1535846.18894,1618066.23477
2027,1551224.1271,1632645.9183
2028,1566602.06527,1647225.60183
2029,1584542.99313,1664235.23262
2030,1594794.95191,1673955.02164
2031,1615298.86946,1693394.59969
