year,Base case diesel consumed,Modeled non-residential ashp
2017,545459.84066,483921.200465
2018,553978.695647,492440.055452
2019,558238.123141,496699.482946
2020,562497.550634,500958.910439
2021,568176.787292,506638.147097
2022,569596.596457,508057.956262
2023,571016.405621,509477.765426
2024,569596.596457,508057.956262
2025,568176.787292,506638.147097
2026,566756.978128,505218.337933
2027,569596.596457,508057.956262
2028,571016.405621,509477.765426
2029,555398.504812,493859.864617
2030,544040.031496,482501.391301
2031,536940.985673,475402.345478
