year,Base case cost,Modeled water and wastewater efficiency
2017,33240.5119229,71999.5203675
2018,35741.3379098,73653.7007854
2019,38925.6582679,75754.1631628
2020,40578.0917482,76845.7887777
2021,41743.8298015,77617.5926133
2022,42659.9901743,78222.5355143
2023,43198.5638508,78577.8145808
2024,43584.5029864,78830.6116683
2025,44153.7325389,79204.4541031
2026,44828.0979973,79648.1025124
2027,45393.9371904,80022.1040364
2028,45959.6935503,80396.0179388
2029,46114.8212234,80485.7418835
2030,46117.1132446,80477.9181434
2031,46583.5473407,80779.3137211
