year,Base case cost,Modeled solar power (pv)
2016,83518.9444245,85793.7892454
2017,102686.136669,104850.672047
2018,116613.618905,118700.059065
2019,136593.97013,138567.943184
2020,145981.871857,147907.807742
2021,152755.113389,154647.328717
2022,157164.95711,159037.434527
2023,160624.514995,162482.939365
2024,162851.322138,164701.246128
2025,166279.677504,168116.067529
2026,170158.542222,171979.080728
2027,173096.974529,174907.119792
2028,176023.911171,177823.890391
2029,179081.120791,180868.62681
2030,181059.413834,182842.241851
2031,185323.09839,187088.931046
2032,189112.461147,190864.104806
2033,192996.788768,194732.083514
2034,197203.81612,198923.088851
2035,199575.96131,201289.183877
