year,Base case diesel consumed,Modeled diesel efficiency
2019,46939.5086356,42672.2805779
2020,46939.5086356,42672.2805779
2021,46857.396745,42597.6334045
2022,46775.2848543,42522.9862312
2023,46693.1729636,42448.3390579
2024,46528.9491823,42299.0447112
2025,46446.8372916,42224.3975379
2026,46364.725401,42149.7503645
2027,46282.6135103,42075.1031912
2028,46200.5016196,42000.4560179
2029,46036.2778383,41851.1616712
2030,45954.1659476,41776.5144979
2031,45872.054057,41701.8673245
2032,45789.9421663,41627.2201512
2033,45625.718385,41477.9258045
2034,45543.6064943,41403.2786312
2035,45461.4946036,41328.6314578
2036,45297.2708223,41179.3371112
2037,45215.1589316,41104.6899378
2038,45133.047041,41030.0427645
