year,Base case diesel consumed,Modeled non-residential ashp
2017,9727.36978425,7109.15884898
2018,9727.36978425,7109.15884898
2019,9727.36978425,7109.15884898
2020,9727.36978425,7109.15884898
2021,9727.36978425,7109.15884898
2022,9727.36978425,7109.15884898
2023,9727.36978425,7109.15884898
2024,9727.36978425,7109.15884898
2025,9727.36978425,7109.15884898
2026,9727.36978425,7109.15884898
2027,9727.36978425,7109.15884898
2028,9727.36978425,7109.15884898
2029,9727.36978425,7109.15884898
2030,9727.36978425,7109.15884898
2031,9727.36978425,7109.15884898
