year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,133422.338242,98732.530299
2018,133422.338242,98732.530299
2019,133422.338242,98732.530299
2020,133422.338242,98732.530299
2021,133422.338242,98732.530299
2022,133422.338242,98732.530299
2023,133422.338242,98732.530299
2024,133422.338242,98732.530299
2025,133422.338242,98732.530299
2026,133422.338242,98732.530299
2027,133422.338242,98732.530299
2028,133422.338242,98732.530299
2029,133422.338242,98732.530299
2030,133422.338242,98732.530299
2031,133422.338242,98732.530299
