year,Base case cost,Modeled non-residential energy efficiency
2017,546078.003165,626534.661544
2018,589370.231783,669324.751184
2019,649420.742447,728678.746491
2020,678747.736027,757665.581408
2021,698299.06508,776990.13802
2022,713660.823622,792173.718214
2023,724833.011653,803216.321992
2024,733212.152676,811498.274826
2025,744384.340706,822540.878604
2026,756953.052241,834963.807854
2027,768125.240271,846006.411632
2028,776504.381294,854288.364466
2029,789073.092828,866711.293716
2030,796055.710347,873612.921077
2031,810020.945386,887416.1758
