year,Base case diesel consumed,Modeled diesel efficiency
2019,151101.796525,137365.269568
2020,153389.051723,139444.592475
2021,157177.318145,142888.471041
2022,159679.003518,145162.730471
2023,161894.781991,147177.074537
2024,164182.037189,149256.397445
2025,166469.292387,151335.720352
2026,168899.501035,153545.000941
2027,171258.232958,155689.302689
2028,174188.778681,158353.435164
2029,176690.464054,160627.694594
2030,179192.149427,162901.954024
2031,181693.834799,165176.213454
2032,184195.520172,167450.472884
2033,186482.77537,169529.795791
2034,188984.460743,171804.055221
2035,192057.959916,174598.145378
2036,194702.598739,177002.36249
2037,197418.714286,179471.558442
2038,200063.353109,181875.775554
