year,Base case diesel consumed,Modeled residential energy efficiency
2017,101605.011297,70451.0934849
2018,103295.422834,72141.5050219
2019,105831.04014,74677.1223274
2020,107521.451677,76367.5338644
2021,110902.274751,79748.3569385
2022,113437.892057,82283.974244
2023,115128.303594,83974.385781
2024,117663.920899,86510.0030866
2025,119354.332436,88200.4146236
2026,121889.949742,90736.0319291
2027,123580.361279,92426.4434662
2028,126115.978584,94962.0607717
2029,128651.59589,97497.6780772
2030,131187.213195,100033.295383
2031,132877.624732,101723.70692
2032,135413.242038,104259.324225
2033,137103.653575,105949.735762
2034,139639.27088,108485.353068
2035,142174.888186,111020.970373
2036,144710.505492,113556.587679
