year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,146169.9,0.0,151345.72,101605.01
2018,148671.59,0.0,151345.72,103295.42
2019,151101.8,0.0,151345.72,105831.04
2020,153389.05,0.0,151345.72,107521.45
2021,157177.32,0.0,151345.72,110902.27
2022,159679.0,0.0,151345.72,113437.89
2023,161894.78,0.0,151345.72,115128.3
2024,164182.04,0.0,151345.72,117663.92
2025,166469.29,0.0,151345.72,119354.33
2026,168899.5,0.0,151345.72,121889.95
2027,171258.23,0.0,151345.72,123580.36
2028,174188.78,0.0,151345.72,126115.98
2029,176690.46,0.0,151345.72,128651.6
2030,179192.15,0.0,151345.72,131187.21
2031,181693.83,0.0,151345.72,132877.62
2032,184195.52,,,135413.24
2033,186482.78,,,137103.65
2034,188984.46,,,139639.27
2035,192057.96,,,142174.89
2036,194702.6,,,144710.51
