year,Base case cost,Modeled diesel efficiency
2019,489569.82074,737707.548263
2020,526124.44741,770939.027053
2021,559551.252595,801327.031768
2022,584425.152875,823939.668385
2023,603867.536826,841614.562886
2024,622249.920946,858325.821177
2025,642571.468614,876799.955421
2026,665464.034078,897611.37857
2027,686745.514162,916958.178646
2028,708948.32923,937142.555981
2029,731498.521182,957642.730483
2030,750815.106097,975203.262224
2031,777649.612942,999598.268446
2032,803092.467952,1022728.13664
2033,829848.350399,1047051.66613
2034,857989.451775,1072634.48557
2035,881546.036014,1094049.56215
2036,913155.188084,1122785.15494
2037,935764.705718,1143339.26188
2038,966305.995518,1171104.07079
