year,population
2003,625.0
2004,609.0
2005,632.0
2006,619.0
2007,609.0
2008,636.0
2009,624.0
2010,627.0
2011,640.0
2012,649.0
2013,658.0
2014,666.0
2015,675.0
2016,686.0
2017,697.0
2018,707.0
2019,718.0
2020,728.0
2021,745.0
2022,756.0
2023,766.0
2024,776.0
2025,786.0
2026,797.0
2027,808.0
2028,820.0
2029,831.0
2030,843.0
2031,854.0
2032,865.0
2033,875.0
2034,886.0
2035,900.0
2036,911.0
2037,923.0
2038,935.0
2039,948.0
2040,961.0
