year,Base case diesel consumed,Modeled residential ashp
2017,22260.1432609,10706.0164632
2018,22260.1432609,10706.0164632
2019,22260.1432609,10706.0164632
2020,22260.1432609,10706.0164632
2021,22260.1432609,10706.0164632
2022,22260.1432609,10706.0164632
2023,22260.1432609,10706.0164632
2024,23353.2442128,11799.1174152
2025,23353.2442128,11799.1174152
2026,23353.2442128,11799.1174152
2027,23353.2442128,11799.1174152
2028,23353.2442128,11799.1174152
2029,23353.2442128,11799.1174152
2030,24446.3451648,12892.2183671
2031,24446.3451648,12892.2183671
