year,Base case diesel consumed,Modeled non-residential ashp
2017,22260.1432609,10150.0523413
2018,22260.1432609,10150.0523413
2019,22260.1432609,10150.0523413
2020,22260.1432609,10150.0523413
2021,22260.1432609,10150.0523413
2022,22260.1432609,10150.0523413
2023,22260.1432609,10150.0523413
2024,23353.2442128,11243.1532932
2025,23353.2442128,11243.1532932
2026,23353.2442128,11243.1532932
2027,23353.2442128,11243.1532932
2028,23353.2442128,11243.1532932
2029,23353.2442128,11243.1532932
2030,24446.3451648,12336.2542452
2031,24446.3451648,12336.2542452
