year,population
2003,104.0
2004,99.0
2005,97.0
2006,86.0
2007,99.0
2008,81.0
2009,72.0
2010,85.0
2011,84.0
2012,85.0
2013,85.0
2014,85.0
2015,85.0
2016,86.0
2017,86.0
2018,87.0
2019,87.0
2020,88.0
2021,88.0
2022,88.0
2023,89.0
2024,89.0
2025,89.0
2026,90.0
2027,90.0
2028,91.0
2029,91.0
2030,92.0
2031,92.0
2032,93.0
2033,93.0
2034,93.0
2035,94.0
2036,94.0
2037,94.0
2038,95.0
2039,95.0
2040,95.0
