year,Base case cost,Modeled water and wastewater efficiency
2017,107707.474843,81919.7904945
2018,114283.640475,86539.2608266
2019,123344.467979,92903.9998551
2020,127616.766138,95905.2379452
2021,130647.215894,98034.1813026
2022,132788.656855,99538.6279512
2023,134396.123663,100667.964992
2024,135648.619663,101547.96206
2025,137080.201759,102553.785919
2026,139046.561845,103935.295893
2027,140483.943505,104945.314343
2028,141742.202406,105829.476661
2029,143532.3444,107087.228075
2030,144612.599341,107846.342825
2031,146405.144473,109105.829021
