year,Base case cost,Modeled solar power (pv)
2016,125664.602732,130650.204175
2017,149306.661715,153797.232634
2018,165634.270479,169740.445269
2019,188742.420535,192370.823061
2020,198814.209211,202165.150056
2021,205449.788613,208578.436629
2022,209802.728702,212746.573677
2023,212455.939605,215243.465071
2024,214926.416859,217569.312295
2025,217504.084243,219997.772226
2026,220275.714716,222607.801464
2027,222747.212829,224937.092672
2028,225078.853346,227137.659654
2029,228088.343819,229995.971578
2030,227964.819957,229763.117911
2031,230838.536267,232492.144653
2032,234103.241333,235615.455794
2033,236839.141764,238213.189935
2034,240007.886144,241239.48901
2035,241085.912582,242207.807442
