year,Base case cost,Modeled non-residential energy efficiency
2017,387822.536612,400354.013752
2018,409053.268647,418117.106517
2019,438502.348567,443328.572108
2020,452199.595041,454358.525616
2021,461787.667573,461711.791308
2022,468636.29081,466623.588497
2023,473430.327076,469711.1788
2024,477539.501018,472209.815371
2025,482333.537284,475354.767687
2026,488497.298197,479763.346336
2027,493291.334463,482963.003333
2028,497400.508405,485571.080036
2029,503564.269319,490058.857138
2030,506303.718614,491481.931882
2031,512467.479527,496019.4626
