year,Base case cost,Modeled residential energy efficiency
2017,902598.981885,886277.956171
2018,958454.348015,930855.052651
2019,1033339.49198,991346.306677
2020,1074668.53603,1024459.56195
2021,1107429.38674,1050666.18571
2022,1146091.21866,1083902.59181
2023,1168829.10102,1102076.70891
2024,1190192.43678,1119205.25319
2025,1213363.55271,1137937.90031
2026,1240021.86348,1159687.03131
2027,1263674.35005,1179020.54107
2028,1285888.10728,1197238.55805
2029,1325806.88543,1232421.15045
2030,1357665.5497,1260926.52545
2031,1385896.33789,1284529.80523
2032,1414415.94846,1308474.3433
2033,1456196.02642,1345730.55565
2034,1487245.47313,1372040.5608
2035,1524548.90617,1405715.71778
2036,1554480.53728,1431270.01492
