year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,29268.72,206356.61,472647.73,25997.93,181465.93,429951.25
2018,30974.45,219573.25,505025.74,27336.77,189480.02,453428.61
2019,33376.39,237906.01,548556.58,29143.81,200596.34,484782.91
2020,34389.24,246432.87,572515.04,30095.4,205766.72,502153.49
2021,35039.98,252401.68,591482.4,30822.55,209385.99,515946.99
2022,35458.87,256665.11,613729.51,31390.07,211971.18,532361.71
2023,35706.56,259649.51,626857.38,31835.41,213780.81,541971.72
2024,35891.37,262207.57,639186.46,32245.85,215331.93,551005.98
2025,36103.71,265191.98,652582.18,32727.04,217141.56,560781.37
2026,36362.24,269029.06,668031.81,33359.4,219468.23,571990.06
2027,36566.59,272013.47,681725.14,33846.35,221277.87,581949.21
2028,36736.26,274571.53,694580.01,34268.61,222828.98,591308.09
2029,37030.38,278408.62,717655.31,34858.49,225155.65,608151.57
2030,36881.38,280113.99,736002.58,35415.74,226189.73,621662.97
2031,37146.52,283951.08,752424.42,36032.88,228516.4,633471.91
2032,,,769024.84,,,645391.11
2033,,,793250.92,,,662945.11
2034,,,811364.39,,,675881.08
2035,,,832975.88,,,691573.03
2036,,,850449.29,,,704031.24
