year,Base case cost,Modeled water and wastewater efficiency
2017,55266.6532777,44728.0651679
2018,58311.226709,47009.6763284
2019,62520.2003913,50170.5247524
2020,64484.6408935,51652.9012785
2021,65862.5318046,52697.1663673
2022,66848.9349332,53446.5849712
2023,67541.9733778,53974.5713855
2024,68137.2140537,54431.0102392
2025,68830.7504863,54971.2870666
2026,69721.6410469,55681.4635917
2027,70412.9344505,56223.7448645
2028,71004.8781034,56685.0479664
2029,71888.8709048,57381.5343165
2030,72297.1166604,57764.5674808
2031,73179.3960471,58469.2659495
