year,Base case cost,Modeled diesel efficiency
2019,188742.420535,352780.264225
2020,198814.209211,357689.648743
2021,205449.788613,359574.740718
2022,209802.728702,359481.907285
2023,212455.939605,357938.788596
2024,214926.416859,356322.246724
2025,217504.084243,354893.67614
2026,220275.714716,353729.839655
2027,222747.212829,352379.487609
2028,225078.853346,350986.300912
2029,228088.343819,350291.674124
2030,227964.819957,346829.255474
2031,230838.536267,346170.11913
2032,234103.241333,345943.105393
2033,236839.141764,345310.241256
2034,240007.886144,345143.99773
2035,241085.912582,343148.513707
2036,243609.474472,342536.891288
2037,245082.573099,341038.406253
2038,247995.082028,340914.983829
