year,annotation,diesel generation efficiency
2002,,8.76
2003,,11.07
2004,,12.56
2005,,12.6
2006,,12.7
2007,,10.87
2008,,13.12
2009,,12.4
2010,,11.01
2011,,11.14
2012,,13.3
2013,,13.05
2014,,9.36
2015,,6.97
2016,start of forecast,9.8
2017,,9.8
2018,,9.8
2019,,9.8
2020,,9.8
2021,,9.8
2022,,9.8
2023,,9.8
2024,,9.8
2025,,9.8
2026,,9.8
2027,,9.8
2028,,9.8
2029,,9.8
2030,,9.8
2031,,9.8
2032,,9.8
2033,,9.8
2034,,9.8
2035,,9.8
2036,,9.8
2037,,9.8
2038,,9.8
2039,,9.8
2040,,9.8
