year,Base case cost,Modeled residential energy efficiency
2017,336755.25657,316943.240143
2018,350378.801187,327194.538859
2019,370057.254522,342408.502088
2020,379139.6176,348993.326953
2021,374252.696295,342091.875224
2022,379147.166114,345268.932474
2023,382083.848005,346877.592522
2024,373241.291765,336725.10157
2025,376087.201189,338278.739494
2026,380356.065324,340994.429233
2027,371105.032978,330485.219575
2028,373860.169934,331998.62937
2029,377533.685875,334261.047994
2030,379370.443846,335073.266239
2031,370997.731405,325227.747586
2032,374550.217389,327415.106064
2033,378546.764121,329968.418578
2034,382543.310853,332535.999323
2035,385207.675341,334063.483771
2036,376078.525669,323532.909178
