year,Base case diesel consumed,Modeled diesel efficiency
2019,34935.3641609,31759.4219644
2020,34690.1991228,31536.5446571
2021,34526.755764,31387.9597855
2022,34363.3124052,31239.3749139
2023,34118.1473671,31016.4976065
2024,33872.982329,30793.6202991
2025,33709.5389702,30645.0354275
2026,33464.3739321,30422.1581201
2027,33300.9305733,30273.5732485
2028,33137.4872146,30124.9883769
2029,32974.0438558,29976.4035053
2030,32810.6004971,29827.8186337
2031,32647.1571383,29679.2337621
2032,32483.7137795,29530.6488905
2033,32401.9921002,29456.3564547
2034,32238.5487414,29307.7715831
2035,32075.1053826,29159.1867115
2036,31911.6620239,29010.6018399
2037,31748.2186651,28862.0169683
2038,31584.7753064,28713.4320967
