year,Base case cost,Modeled water and wastewater efficiency
2017,8539.50515754,11279.826879
2018,8949.68649846,11435.1548098
2019,9563.77409183,11732.7864083
2020,9807.58758246,11780.2070107
2021,9958.30507934,11766.7204017
2022,10049.4361283,11715.1316195
2023,10063.4728894,11613.3872901
2024,10077.4327369,11514.1939697
2025,10092.7326042,11418.4798056
2026,10168.7593591,11366.9199537
2027,10193.5313354,11282.7285802
2028,10218.5146876,11201.0499982
2029,10275.1502871,11143.3065473
2030,10270.0853608,11045.6864641
2031,10352.4500039,11010.1276988
