year,Base case cost,Modeled wind power
2019,91181.3004599,
2020,96785.6555525,
2021,100818.126831,
2022,103777.203464,
2023,105083.893891,
2024,106361.164513,
2025,107870.524705,
2026,110097.790237,
2027,111558.117421,
2028,112998.831402,
2029,115079.413057,
2030,115821.419755,
2031,118182.708841,
2032,120189.740984,
2033,122803.55006,
2034,125085.569117,
2035,126375.915208,
2036,128603.997956,
2037,129532.732154,
2038,132024.360781,
