year,population
2003,71.0
2004,75.0
2005,76.0
2006,82.0
2007,76.0
2008,81.0
2009,85.0
2010,89.0
2011,90.0
2012,89.0
2013,88.0
2014,87.0
2015,87.0
2016,86.0
2017,85.0
2018,85.0
2019,84.0
2020,84.0
2021,83.0
2022,82.0
2023,82.0
2024,81.0
2025,80.0
2026,80.0
2027,79.0
2028,79.0
2029,78.0
2030,77.0
2031,77.0
2032,77.0
2033,76.0
2034,76.0
2035,75.0
2036,75.0
2037,74.0
2038,74.0
2039,73.0
2040,73.0
