year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,35262.25,1170.46,43421.81,31334.7
2018,35098.81,1162.08,43421.81,31334.7
2019,34935.36,1154.03,43421.81,31334.7
2020,34690.2,1146.06,43421.81,31334.7
2021,34526.76,1137.71,43421.81,30312.16
2022,34363.31,1128.75,43421.81,30312.16
2023,34118.15,1118.99,43421.81,30312.16
2024,33872.98,1109.43,43421.81,29289.61
2025,33709.54,1100.2,43421.81,29289.61
2026,33464.37,1092.38,43421.81,29289.61
2027,33300.93,1084.54,43421.81,28267.07
2028,33137.49,1076.88,43421.81,28267.07
2029,32974.04,1069.3,43421.81,28267.07
2030,32810.6,1062.13,43421.81,28267.07
2031,32647.16,1055.89,43421.81,27244.52
2032,32483.71,,,27244.52
2033,32401.99,,,27244.52
2034,32238.55,,,27244.52
2035,32075.11,,,27244.52
2036,31911.66,,,26221.98
