year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,4097.55,152010.72,192245.08,4441.96,146566.09,144510.18
2018,4381.97,163734.61,200705.45,4567.72,151802.72,149673.35
2019,4801.68,180669.12,212925.98,4762.1,159366.74,157131.27
2020,4974.79,188485.04,218566.23,4832.79,162857.83,160573.39
2021,5086.45,194129.88,215374.34,4871.86,165379.17,158878.35
2022,5159.26,198472.06,218405.56,4890.17,167318.66,160741.61
2023,5181.83,201077.36,220224.29,4881.64,168482.36,161859.56
2024,5204.09,203682.67,214552.66,4873.34,169646.05,158688.63
2025,5226.8,206287.98,216310.04,4865.93,170809.75,159777.16
2026,5288.0,210195.94,218946.1,4880.76,172555.29,161409.96
2027,5315.12,212801.25,212998.39,4878.41,173718.99,158106.64
2028,5342.15,215406.56,214694.41,4876.36,174882.69,159165.76
2029,5390.13,218880.31,216955.78,4885.02,176434.28,160577.91
2030,5396.47,220617.18,218086.46,4873.61,177210.08,161283.98
2031,5459.77,224525.14,212649.32,4892.68,178955.62,158348.41
2032,,,214828.88,,,159721.34
2033,,,217280.89,,,161265.88
2034,,,219732.89,,,162810.42
2035,,,221367.57,,,163840.11
2036,,,215419.15,,,160659.37
