year,Base case diesel consumed,Modeled residential ashp
2017,60369.3308404,33860.2198136
2018,60369.3308404,33860.2198136
2019,60369.3308404,33860.2198136
2020,60369.3308404,33860.2198136
2021,58399.3001382,31890.1891114
2022,58399.3001382,31890.1891114
2023,58399.3001382,31890.1891114
2024,56429.269436,29920.1584092
2025,56429.269436,29920.1584092
2026,56429.269436,29920.1584092
2027,54459.2387338,27950.127707
2028,54459.2387338,27950.127707
2029,54459.2387338,27950.127707
2030,54459.2387338,27950.127707
2031,52489.2080315,25980.0970048
