year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,49841.92,0.0,4165.49,6525.6
2018,49841.92,0.0,4165.49,6525.6
2019,49841.92,0.0,4165.49,5503.06
2020,49759.81,0.0,4165.49,5503.06
2021,49759.81,0.0,4165.49,5503.06
2022,49759.81,0.0,4165.49,5503.06
2023,49677.69,0.0,4165.49,5503.06
2024,49677.69,0.0,4165.49,5503.06
2025,49677.69,0.0,4165.49,5503.06
2026,49595.58,0.0,4165.49,5503.06
2027,49595.58,0.0,4165.49,5503.06
2028,49595.58,0.0,4165.49,4480.51
2029,49513.47,0.0,4165.49,4480.51
2030,49513.47,0.0,4165.49,4480.51
2031,49431.36,0.0,4165.49,4480.51
2032,49431.36,0.0,4165.49,4480.51
2033,49431.36,0.0,4165.49,4480.51
2034,49349.25,0.0,4165.49,4480.51
2035,49349.25,0.0,4165.49,4480.51
2036,49267.13,0.0,4165.49,3457.97
2037,49267.13,0.0,4165.49,3457.97
2038,49185.02,0.0,4165.49,3457.97
2039,49185.02,0.0,4165.49,3457.97
2040,49102.91,0.0,4165.49,3457.97
