year,Base case cost,Modeled non-residential energy efficiency
2017,44673.8656261,40425.3449841
2018,47352.3921592,42654.4063814
2019,51191.6135233,45885.0025547
2020,52977.2978787,47348.6694279
2021,54316.5611452,48429.5758088
2022,55209.4033229,49127.6808585
2023,55923.6770651,49673.6464662
2024,56459.3823717,50067.4336846
2025,57173.6561139,50616.6068416
2026,57977.2140738,51244.228204
2027,58602.2035982,51719.5597278
2028,59227.1931226,52196.3671726
2029,59941.4668647,52751.5165359
2030,60387.8879536,53077.3716761
2031,61280.7301313,53789.1043259
