year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,731542
2004,,0,0,0,0,0,671561
2005,,0,0,0,0,0,657112
2006,,0,0,0,0,0,636139
2007,,0,0,0,0,0,610499
2008,,0,0,0,0,0,646697
2009,,0,0,0,0,0,614894
2010,,0,0,0,0,0,609869
2011,,0,0,0,0,0,574790
2012,,0,0,0,0,0,584001
2013,,0,0,0,0,0,574741
2014,start of forecast,0,0,0,0,0,608000
2015,,0,0,0,0,0,607000
2016,,0,0,0,0,0,607000
2017,,0,0,0,0,0,607000
2018,,0,0,0,0,0,607000
2019,,0,0,0,0,0,607000
2020,,0,0,0,0,0,606000
2021,,0,0,0,0,0,606000
2022,,0,0,0,0,0,606000
2023,,0,0,0,0,0,605000
2024,,0,0,0,0,0,605000
2025,,0,0,0,0,0,605000
2026,,0,0,0,0,0,604000
2027,,0,0,0,0,0,604000
2028,,0,0,0,0,0,604000
2029,,0,0,0,0,0,603000
2030,,0,0,0,0,0,603000
2031,,0,0,0,0,0,602000
2032,,0,0,0,0,0,602000
2033,,0,0,0,0,0,602000
2034,,0,0,0,0,0,601000
2035,,0,0,0,0,0,601000
2036,,0,0,0,0,0,600000
2037,,0,0,0,0,0,600000
2038,,0,0,0,0,0,599000
2039,,0,0,0,0,0,599000
2040,,0,0,0,0,0,598000
