year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,4165.48815738,3082.46123646
2018,4165.48815738,3082.46123646
2019,4165.48815738,3082.46123646
2020,4165.48815738,3082.46123646
2021,4165.48815738,3082.46123646
2022,4165.48815738,3082.46123646
2023,4165.48815738,3082.46123646
2024,4165.48815738,3082.46123646
2025,4165.48815738,3082.46123646
2026,4165.48815738,3082.46123646
2027,4165.48815738,3082.46123646
2028,4165.48815738,3082.46123646
2029,4165.48815738,3082.46123646
2030,4165.48815738,3082.46123646
2031,4165.48815738,3082.46123646
